1.35E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
1.45E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
1.55E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
1.65E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
1.75E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
1.85E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
1.95E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.05E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.15E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.25E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.35E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.45E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.55E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.65E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.75E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.85E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
2.95E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
3.05E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
3.15E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
3.25E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
3.35E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
3.45E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
3.55E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
3.65E-02,2500,425,13.49998139,2499.99373,0,0,424.4532478,185.1849298,0,13.49998139,185.1849298,6.680745012,2499.99373,2835.663384
